FError,LOC,XP,foosball,Partays,B$+
1,35095,minimal,yes,some,no
0,15084,moderate,yes,none,yes
0,20546,extensive,yes,none,yes
1,46535,extensive,no,many,no
1,11056,minimal,no,none,no
1,32870,minimal,yes,some,yes
1,62972,minimal,yes,some,no
1,19294,minimal,yes,none,yes
0,20060,minimal,no,some,no
0,12551,moderate,yes,none,yes
1,13564,minimal,no,none,no
1,20668,minimal,no,some,yes
1,47492,extensive,yes,some,yes
1,36888,minimal,yes,many,yes
0,38401,moderate,no,none,no
0,24872,minimal,no,some,no
1,61862,moderate,yes,some,yes
1,44161,minimal,no,some,no
0,24466,extensive,no,none,yes
1,19850,minimal,yes,none,no
1,12644,minimal,no,many,no
0,39824,extensive,no,some,no
0,14253,extensive,yes,some,yes
0,42507,extensive,no,some,yes
1,35582,minimal,yes,some,no
0,19341,extensive,yes,some,yes
1,39366,minimal,yes,none,no
0,39072,moderate,no,some,no
0,23238,extensive,no,some,yes
0,37598,minimal,no,none,no
1,71144,moderate,yes,many,yes
1,29178,minimal,no,some,no
0,20080,moderate,no,some,yes
1,33260,moderate,no,some,yes
0,26061,moderate,yes,none,no
0,19899,minimal,yes,some,yes
1,41969,minimal,yes,none,no
0,16198,moderate,yes,none,no
0,21620,moderate,yes,some,yes
1,22984,minimal,no,some,no
1,47385,moderate,yes,many,yes
0,11099,extensive,yes,none,no
0,27027,extensive,yes,none,no
0,27191,extensive,yes,some,no
1,43915,minimal,no,none,no
1,23901,minimal,yes,none,no
1,50206,minimal,no,some,no
1,43931,moderate,yes,none,yes
0,11388,minimal,yes,some,yes
0,18214,extensive,yes,some,yes
0,18853,moderate,no,some,yes
1,39347,minimal,yes,some,yes
1,47203,moderate,yes,none,yes
0,13057,moderate,yes,many,yes
1,64415,minimal,yes,none,no
0,29943,moderate,yes,some,yes
0,7055,extensive,yes,none,yes
1,16908,extensive,no,none,yes
1,41058,moderate,no,none,no
1,77152,extensive,no,none,yes
1,17424,moderate,yes,some,yes
0,2427,minimal,no,some,yes
0,20461,minimal,yes,some,no
0,22732,moderate,yes,many,yes
0,15959,moderate,no,none,no
1,22035,moderate,yes,some,yes
0,18903,minimal,yes,some,no
1,46416,moderate,yes,some,no
0,28352,minimal,yes,none,yes
1,23645,moderate,yes,many,yes
0,32364,extensive,yes,none,yes
1,24927,minimal,yes,many,no
0,29250,minimal,no,none,no
0,14924,moderate,yes,none,yes
0,15521,minimal,no,some,no
0,18574,minimal,no,none,no
1,14219,extensive,no,many,yes
1,48650,moderate,no,many,yes
1,26311,extensive,yes,many,yes
0,8256,extensive,yes,some,yes
1,33919,extensive,no,many,yes
1,41048,minimal,no,none,no
1,34418,minimal,no,many,yes
0,16572,moderate,yes,some,yes
1,11790,minimal,yes,many,yes
0,30983,extensive,no,some,yes
0,22516,moderate,yes,some,yes
0,33629,moderate,no,some,yes
1,42595,extensive,no,many,yes
1,46169,extensive,yes,many,yes
1,21708,extensive,yes,many,no
0,51105,extensive,yes,some,no
0,16729,extensive,yes,none,no
1,36025,moderate,no,many,no
0,33322,extensive,no,none,yes
0,22349,minimal,no,some,yes
0,12663,extensive,yes,some,yes
1,24424,moderate,no,many,no
0,13725,extensive,yes,some,yes
1,20608,moderate,yes,some,yes
0,25163,extensive,yes,many,no
1,17628,extensive,yes,many,yes
0,21958,moderate,no,many,yes
0,57027,extensive,yes,none,no
0,46249,minimal,no,some,no
1,50175,moderate,yes,none,yes
1,40017,minimal,yes,none,yes
0,20344,moderate,no,some,yes
1,33718,minimal,yes,many,no
1,28700,minimal,yes,many,no
0,29847,moderate,no,none,yes
1,30203,minimal,no,none,yes
0,22477,extensive,no,some,no
1,22082,minimal,yes,some,no
0,12113,extensive,yes,some,no
0,45519,moderate,yes,some,yes
1,13478,minimal,no,none,yes
0,19424,extensive,yes,some,no
0,43310,moderate,yes,none,yes
1,78884,moderate,yes,many,yes
0,40960,minimal,yes,none,no
1,12421,minimal,yes,many,no
0,33743,minimal,yes,some,no
1,34575,extensive,no,none,yes
1,21655,moderate,yes,none,no
1,35331,extensive,no,many,no
1,37024,extensive,no,none,yes
1,9577,moderate,no,none,no
1,22621,extensive,yes,many,no
0,24901,moderate,yes,some,yes
0,17517,extensive,no,some,no
1,25614,minimal,yes,some,yes
0,15784,moderate,no,some,no
0,34327,moderate,no,some,yes
0,19305,extensive,no,some,yes
0,20131,extensive,yes,many,no
1,49227,minimal,no,some,no
1,22755,minimal,no,many,no
0,24932,extensive,no,some,no
0,21293,moderate,yes,none,yes
0,27908,moderate,no,some,no
1,37004,moderate,yes,some,yes
1,31603,minimal,yes,some,yes
0,16711,minimal,yes,many,yes
1,46664,extensive,yes,some,yes
0,18069,minimal,no,some,no
0,14082,extensive,yes,many,yes
0,36466,extensive,yes,none,yes
1,53643,extensive,yes,many,yes
0,30869,moderate,yes,none,yes
1,31332,moderate,yes,none,yes
0,36248,extensive,no,none,yes
0,44724,moderate,yes,none,no
0,27535,moderate,yes,some,no
0,52329,extensive,no,some,yes
0,23667,extensive,no,many,no
1,22415,moderate,yes,many,no
0,14916,extensive,yes,some,yes
1,50442,moderate,no,none,no
0,22024,extensive,no,none,no
0,30515,moderate,no,none,yes
0,17060,extensive,yes,some,yes
1,29600,moderate,yes,some,no
0,42906,extensive,no,some,yes
0,15420,minimal,yes,none,yes
0,25553,extensive,yes,none,yes
1,50428,minimal,no,some,no
0,22476,extensive,yes,some,yes
1,67024,moderate,no,none,yes
0,11442,minimal,yes,some,no
1,58153,minimal,no,many,yes
0,4443,extensive,no,many,yes
1,67355,minimal,no,some,no
0,7709,minimal,yes,some,no
1,38613,extensive,no,many,yes
0,37402,minimal,no,some,no
1,73745,extensive,yes,some,no
0,29430,extensive,no,none,yes
1,34177,moderate,yes,some,yes
0,18836,minimal,yes,some,no
1,53650,moderate,yes,some,no
1,33165,minimal,yes,some,no
1,36273,minimal,yes,many,yes
1,57880,minimal,yes,none,no
0,27670,moderate,yes,some,no
0,21740,extensive,no,some,yes
0,22916,moderate,yes,none,no
0,3162,minimal,no,none,no
1,16915,minimal,yes,many,no
1,41266,moderate,yes,none,yes
1,31164,minimal,yes,none,no
1,29928,minimal,yes,many,no
1,27954,moderate,no,none,no
0,52855,moderate,no,some,yes
1,11141,moderate,no,none,yes
1,33607,minimal,yes,none,no
0,18263,minimal,yes,none,no
1,46666,moderate,no,many,no
0,27923,extensive,no,some,yes
0,13951,extensive,yes,none,no
0,43616,extensive,no,some,yes
1,38721,moderate,no,none,no
0,16548,minimal,yes,many,no
1,34737,minimal,no,none,no
0,20000,extensive,yes,none,yes
0,45271,extensive,no,some,yes
1,48496,minimal,no,none,no
0,29233,extensive,yes,some,yes
0,70927,extensive,yes,some,yes
0,46576,extensive,yes,some,yes
1,21678,moderate,yes,none,yes
0,49896,extensive,yes,some,yes
0,10248,extensive,no,some,yes
0,36752,moderate,no,some,no
0,28365,minimal,yes,none,no
0,20341,extensive,yes,none,yes
1,34432,minimal,no,none,yes
1,19072,moderate,no,some,no
0,8135,extensive,no,some,no
0,17097,moderate,yes,some,yes
0,21448,extensive,no,some,yes
0,24174,moderate,yes,none,no
1,47260,extensive,no,many,yes
0,40008,moderate,no,many,yes
1,4645,moderate,no,many,no
1,15244,minimal,yes,none,no
0,26587,moderate,yes,many,yes
1,73588,minimal,no,none,yes
1,26154,moderate,no,many,no
0,37445,moderate,yes,none,yes
0,11300,moderate,no,some,no
1,18237,extensive,yes,many,no
0,28554,extensive,yes,some,yes
0,47252,moderate,no,none,yes
0,22450,minimal,yes,some,no
1,75264,moderate,no,some,no
1,51938,moderate,no,some,yes
0,58172,extensive,yes,some,no
1,22439,minimal,yes,many,no
1,32492,moderate,yes,none,yes
0,33901,minimal,yes,some,yes
1,36890,extensive,no,none,no
0,9975,moderate,yes,some,yes
0,18599,minimal,no,none,no
1,26902,moderate,no,many,no
1,27123,moderate,yes,many,no
0,22339,extensive,yes,many,no
0,12532,extensive,no,some,no
1,24026,moderate,yes,many,no
0,25086,minimal,yes,none,yes
1,28376,minimal,yes,none,yes
0,9444,moderate,yes,some,yes
0,8783,minimal,yes,some,no
1,23461,minimal,no,many,no
1,75230,minimal,no,some,no
1,26515,minimal,yes,some,yes
1,43370,moderate,no,none,yes
1,73633,extensive,yes,none,no
1,59662,moderate,yes,some,yes
1,30054,extensive,no,none,yes
1,47869,minimal,no,none,no
1,35674,extensive,no,some,no
0,30194,minimal,yes,some,no
1,46200,moderate,yes,many,no
1,51779,moderate,no,some,yes
0,18713,moderate,no,none,no
0,11284,moderate,no,some,yes
1,43173,moderate,no,none,no
0,16951,extensive,yes,some,no
1,40244,minimal,yes,none,no
0,27032,minimal,yes,some,no
0,25600,moderate,no,none,no
0,14405,extensive,no,many,yes
1,41178,minimal,yes,none,no
1,30369,moderate,no,none,no
1,73049,moderate,yes,none,no
1,39296,moderate,yes,some,yes
0,33950,extensive,yes,some,yes
0,34792,moderate,no,some,yes
0,40736,moderate,no,some,yes
1,21639,minimal,yes,none,no
1,34828,minimal,yes,none,yes
1,30483,minimal,yes,some,no
0,64973,moderate,yes,none,yes
1,27699,extensive,yes,some,no
1,56116,minimal,no,some,yes
1,36262,extensive,no,some,yes
0,29055,moderate,yes,some,no
1,55151,moderate,no,some,no
0,8649,moderate,yes,some,yes
1,39335,moderate,no,none,yes
1,63423,moderate,yes,some,yes
0,28644,extensive,yes,none,yes
1,79392,moderate,yes,some,yes
0,7123,moderate,yes,none,yes
1,12079,minimal,yes,some,yes
0,14469,minimal,yes,some,no
0,16062,minimal,yes,some,no
1,47515,minimal,yes,some,no
0,26101,moderate,no,some,no
1,32966,extensive,yes,many,no
0,43012,extensive,yes,some,yes
1,34990,moderate,no,none,no
1,27655,moderate,yes,some,yes
0,61072,extensive,yes,some,yes
0,5288,extensive,no,none,yes
1,22356,moderate,no,some,yes
0,37932,extensive,no,none,no
0,11740,moderate,yes,none,yes
0,49988,extensive,yes,some,yes
1,43511,moderate,no,none,no
1,38332,minimal,yes,none,yes
0,21340,moderate,no,some,yes
1,58211,moderate,yes,none,no
1,38356,moderate,yes,some,yes
1,75816,extensive,yes,none,no
1,26743,extensive,no,many,yes
1,13157,minimal,no,some,yes
0,12047,moderate,yes,some,no
1,32396,moderate,yes,some,no
0,8144,minimal,yes,none,no
0,41269,extensive,yes,some,yes
0,15086,minimal,no,some,no
1,45162,minimal,yes,some,no
1,37053,minimal,yes,many,yes
1,34365,minimal,yes,none,no
0,20013,moderate,yes,none,no
1,26871,moderate,yes,many,yes
0,13476,extensive,yes,some,yes
1,59404,extensive,yes,some,yes
1,41040,minimal,yes,some,no
0,12437,minimal,no,some,no
1,28352,minimal,no,some,no
0,34371,moderate,no,some,yes
1,70237,extensive,yes,some,yes
1,20701,minimal,yes,many,yes
1,17557,minimal,yes,some,no
0,20594,moderate,no,some,yes
1,44702,extensive,yes,none,yes
0,3532,extensive,no,many,no
0,16043,extensive,no,some,yes
0,17452,moderate,yes,some,yes
1,18663,minimal,no,none,no
0,33517,extensive,no,none,no
0,49907,moderate,yes,some,yes
0,15877,moderate,yes,none,yes
1,27581,moderate,yes,some,yes
0,14233,minimal,yes,some,no
1,44728,extensive,no,some,no
1,36118,extensive,yes,many,yes
1,37162,extensive,no,none,no
0,25957,extensive,yes,none,yes
0,36569,extensive,yes,none,yes
0,27884,extensive,no,some,yes
1,58013,extensive,yes,none,yes
1,40727,moderate,yes,none,no
1,40046,minimal,yes,none,no
1,33009,minimal,no,many,no
1,26150,moderate,yes,some,yes
1,48043,extensive,no,some,yes
1,37046,moderate,no,some,yes
0,25637,extensive,no,many,yes
1,41977,minimal,yes,none,yes
1,26496,minimal,yes,some,no
1,39309,minimal,yes,some,no
0,17285,extensive,yes,many,no
0,26676,moderate,no,many,yes
0,33457,extensive,yes,none,yes
1,28479,minimal,yes,none,no
0,17603,moderate,yes,some,yes
0,11368,extensive,yes,none,yes
1,51506,moderate,no,some,yes
1,37991,minimal,yes,some,no
1,20086,moderate,yes,some,no
0,23298,minimal,yes,some,no
0,19128,moderate,yes,some,yes
1,18479,extensive,no,none,yes
1,30571,minimal,yes,many,no
0,13697,minimal,no,many,no
1,8279,minimal,no,some,yes
1,18918,minimal,yes,none,yes
1,28977,moderate,yes,some,no
0,32022,extensive,yes,none,yes
0,34647,moderate,yes,some,no
0,14647,moderate,no,none,no
1,56875,moderate,yes,some,yes
0,15207,extensive,yes,none,yes
1,22674,minimal,yes,some,no
0,13207,moderate,no,some,no
0,27412,minimal,no,some,no
0,33703,extensive,yes,some,yes
1,50588,minimal,no,none,no
1,30834,minimal,no,none,no
1,43100,moderate,no,some,yes
0,11520,minimal,yes,some,no
0,27346,moderate,no,some,yes
0,12695,minimal,no,none,no
1,45966,moderate,no,some,yes
1,30757,moderate,yes,none,yes
1,23794,minimal,yes,some,no
0,12873,moderate,yes,none,yes
0,32999,moderate,no,some,no
1,47967,minimal,yes,none,no
1,35966,moderate,yes,some,yes
0,24388,minimal,no,some,no
0,17299,minimal,yes,none,no
0,22646,minimal,yes,none,no
1,47283,minimal,no,some,no
1,42767,moderate,yes,some,no
0,43173,extensive,no,some,no
0,18887,extensive,yes,none,no
1,15227,minimal,no,some,no
0,37262,moderate,yes,none,no
0,30617,moderate,yes,none,yes
1,18641,minimal,no,some,yes
1,24838,moderate,yes,some,yes
0,29629,moderate,no,some,yes
0,29862,extensive,no,some,yes
0,10435,moderate,yes,none,no
0,22704,minimal,no,some,no
1,43825,moderate,no,some,no
0,47323,extensive,no,many,no
0,53613,moderate,yes,some,no
0,12576,moderate,yes,some,no
0,10938,extensive,yes,none,no
0,47820,extensive,no,none,yes
0,12653,moderate,yes,some,no
0,18058,extensive,yes,none,yes
0,16242,extensive,yes,many,yes
0,22342,minimal,yes,some,yes
0,18131,moderate,yes,some,yes
0,38893,extensive,no,none,no
1,33578,extensive,yes,some,no
1,28557,minimal,no,many,no
0,23532,moderate,yes,some,yes
0,26419,extensive,yes,some,yes
0,26661,moderate,yes,some,no
1,48689,minimal,yes,some,no
1,41324,minimal,yes,some,no
1,34171,minimal,yes,none,no
1,25678,moderate,no,some,no
0,24103,minimal,yes,some,no
1,39923,minimal,yes,some,no
1,23968,moderate,no,many,yes
0,38974,extensive,yes,some,yes
0,46234,extensive,no,some,yes
0,23585,extensive,no,some,yes
1,57170,moderate,yes,none,yes
0,13867,moderate,no,some,yes
1,25297,minimal,yes,none,no
0,61112,minimal,no,some,yes
1,53271,minimal,yes,none,yes
0,69979,extensive,no,none,yes
1,53809,extensive,no,none,yes
1,29064,minimal,no,many,no
0,24879,extensive,yes,some,yes
0,20821,extensive,yes,many,yes
0,24420,moderate,no,none,no
1,44426,moderate,yes,many,no
0,30298,extensive,yes,some,yes
0,20924,minimal,no,many,no
0,23643,extensive,no,none,yes
1,45660,minimal,yes,none,no
0,26254,moderate,no,many,no
0,23301,extensive,yes,some,yes
0,18956,extensive,yes,none,no
0,27666,extensive,yes,none,yes
0,3025,moderate,yes,none,yes
0,13276,extensive,yes,some,yes
0,25684,moderate,no,many,no
0,34561,extensive,no,some,yes
0,8821,minimal,yes,some,yes
1,45210,minimal,yes,many,no
1,47067,moderate,no,some,yes
0,44109,moderate,yes,some,no
0,47224,extensive,yes,some,yes
0,36166,extensive,yes,some,no
0,43046,extensive,yes,some,yes
1,44293,minimal,yes,none,no
0,36987,extensive,no,many,yes
0,30862,extensive,no,none,no
0,16593,extensive,yes,many,yes
0,5645,moderate,no,some,no
0,16019,extensive,yes,many,yes
0,11749,moderate,yes,some,yes
0,36465,moderate,yes,many,no
0,17571,moderate,yes,some,no
1,34004,minimal,no,some,no
1,40534,moderate,yes,many,no
0,17038,moderate,no,some,yes
0,23357,minimal,yes,some,no
0,8362,minimal,yes,many,no
0,39453,extensive,yes,some,yes
0,37294,extensive,yes,many,yes
0,9492,moderate,no,some,yes
1,10749,moderate,no,some,no
0,60978,extensive,yes,none,yes
1,21755,minimal,yes,none,no
1,40504,extensive,no,none,yes
1,21121,minimal,no,some,no
0,18890,moderate,no,some,yes
0,7460,minimal,yes,some,no
1,16107,moderate,yes,many,no
1,53790,moderate,yes,none,yes
1,15119,minimal,no,some,yes
0,29783,extensive,no,some,no
1,21421,moderate,no,many,yes
0,40154,extensive,yes,none,no
0,33009,moderate,no,some,no
0,21058,extensive,no,some,no
0,19244,extensive,no,some,no
1,15876,moderate,no,some,no
0,9599,extensive,yes,some,yes
1,38267,minimal,yes,many,no
0,14736,minimal,no,some,no
0,27997,minimal,yes,none,no
0,6520,extensive,no,some,no
1,58886,moderate,yes,some,yes
0,58560,moderate,yes,some,no
1,82184,minimal,no,some,no
0,12605,extensive,yes,many,yes
1,69530,moderate,no,none,yes
1,15759,minimal,no,none,no
1,42453,minimal,no,many,yes
0,20547,extensive,no,some,no
1,55885,moderate,yes,some,no
0,25421,moderate,yes,some,no
1,64292,minimal,yes,some,yes
0,29635,moderate,no,some,no
0,27230,extensive,yes,none,yes
0,23335,minimal,no,some,no
1,36933,moderate,no,some,yes
1,28681,minimal,no,some,no
0,60108,extensive,yes,some,yes
1,16987,extensive,yes,many,yes
0,21902,moderate,yes,some,no
1,23969,minimal,no,some,yes
1,17668,minimal,yes,many,no
1,65773,moderate,yes,none,yes
0,50012,moderate,yes,some,no
1,15533,extensive,yes,some,no
0,26069,extensive,no,none,no
0,11214,minimal,yes,some,no
0,17583,moderate,yes,some,no
1,20822,minimal,no,some,no
1,42674,extensive,no,none,no
0,48208,extensive,yes,none,no
1,26468,minimal,yes,many,yes
1,43046,minimal,no,many,no
1,9679,minimal,no,many,no
1,30152,moderate,yes,some,yes
1,23172,moderate,yes,none,no
1,40144,minimal,yes,many,no
1,49652,minimal,yes,many,no
1,34913,minimal,no,none,no
0,35103,moderate,yes,none,yes
0,19249,minimal,no,many,no
0,9750,extensive,no,some,yes
1,48891,extensive,no,many,yes
1,35404,minimal,yes,many,yes
1,22692,minimal,no,none,yes
1,12020,minimal,yes,some,yes
1,30513,minimal,yes,some,no
1,72913,moderate,yes,none,yes
1,28602,moderate,yes,none,no
1,39119,minimal,no,many,no
0,14940,extensive,yes,none,yes
0,34706,extensive,yes,none,yes
1,32601,minimal,no,many,no
1,31693,extensive,yes,some,yes
1,59295,moderate,no,some,no
0,15620,extensive,yes,many,yes
0,12213,extensive,no,many,yes
1,28023,minimal,yes,none,no
1,28901,minimal,yes,some,no
0,37061,extensive,yes,none,yes
1,41978,moderate,no,many,yes
0,42747,extensive,yes,some,yes
1,5264,minimal,no,many,no
1,46967,moderate,yes,none,no
1,24233,moderate,no,many,no
1,36049,moderate,no,none,yes
1,17711,moderate,yes,some,no
1,30013,minimal,no,many,no
0,12172,extensive,no,none,no
0,13651,moderate,yes,many,no
0,38079,extensive,yes,many,yes
1,18134,minimal,no,many,no
0,18331,moderate,yes,some,no
0,25080,minimal,yes,some,no
0,27424,extensive,yes,many,yes
1,45114,minimal,yes,some,no
0,48109,extensive,yes,some,yes
1,32506,minimal,yes,some,no
1,27562,minimal,yes,none,no
0,17735,extensive,yes,some,yes
0,22596,minimal,yes,some,no
1,73467,minimal,no,some,no
0,7891,minimal,yes,none,yes
0,36452,moderate,yes,none,yes
0,15453,extensive,yes,some,no
1,18805,minimal,no,many,yes
0,13793,moderate,no,some,yes
0,24315,extensive,no,some,yes
1,43906,moderate,no,some,yes
1,65984,moderate,no,some,yes
1,45293,minimal,no,none,no
1,36584,minimal,no,many,no
1,3734,minimal,no,many,no
0,18266,minimal,no,none,no
0,37133,moderate,no,some,no
0,11434,minimal,yes,some,no
1,13297,minimal,yes,some,yes
0,4436,extensive,no,some,yes
0,11401,minimal,no,some,yes
0,34884,extensive,yes,none,yes
0,19296,extensive,no,some,no
0,21953,minimal,yes,some,yes
0,14338,extensive,yes,none,yes
0,52997,moderate,yes,none,yes
1,54565,moderate,yes,many,yes
0,24569,minimal,yes,some,yes
1,44825,minimal,yes,some,no
1,47645,extensive,yes,some,yes
1,15413,extensive,yes,some,yes
0,28505,minimal,yes,some,no
1,39075,minimal,yes,many,no
1,52842,extensive,yes,none,yes
0,10502,extensive,no,some,yes
1,23042,moderate,yes,some,yes
1,47456,extensive,yes,many,yes
1,17313,moderate,yes,none,yes
1,41254,moderate,no,none,no
1,18353,minimal,yes,many,no
0,7570,extensive,yes,many,yes
0,45531,extensive,yes,some,no
1,25311,moderate,yes,none,no
1,36437,minimal,yes,none,yes
1,41437,minimal,yes,none,no
0,8220,moderate,yes,some,no
1,11715,moderate,no,some,yes
0,11532,moderate,no,some,yes
1,44106,moderate,yes,none,no
0,11437,moderate,yes,some,yes
0,8656,extensive,no,none,no
1,9651,minimal,yes,some,no
0,33943,minimal,no,many,no
1,58493,minimal,yes,none,no
0,25632,extensive,yes,none,yes
0,52433,moderate,no,some,yes
0,7635,moderate,no,many,no
0,24539,extensive,yes,some,yes
1,36187,moderate,yes,many,no
1,43914,moderate,yes,some,no
0,13568,minimal,yes,none,yes
1,41761,minimal,no,some,no
1,13685,minimal,no,none,yes
1,26496,moderate,no,none,yes
0,23989,extensive,yes,none,yes
1,51300,extensive,yes,some,yes
0,46004,moderate,no,some,no
1,15192,extensive,no,some,yes
0,21085,minimal,yes,some,no
0,25656,minimal,yes,some,no
1,42750,extensive,yes,some,no
1,29261,extensive,no,none,yes
0,17693,extensive,no,some,yes
0,37819,extensive,no,some,yes
1,10773,minimal,no,some,yes
1,11129,moderate,yes,none,no
0,9341,minimal,no,none,no
0,3553,extensive,yes,many,yes
1,39088,moderate,yes,none,yes
1,59510,moderate,yes,none,yes
1,25585,moderate,no,many,yes
0,50782,extensive,no,some,no
1,14546,extensive,yes,many,yes
1,21517,minimal,yes,some,no
0,8841,moderate,yes,some,yes
1,48542,minimal,yes,some,yes
0,14001,extensive,yes,some,yes
1,34161,moderate,yes,none,yes
0,35666,extensive,no,some,no
1,43494,moderate,yes,some,yes
1,45523,moderate,no,many,no
1,29186,minimal,yes,some,yes
0,54701,extensive,yes,some,yes
0,15001,extensive,yes,some,yes
0,18732,moderate,yes,some,no
1,73151,moderate,no,some,yes
1,15633,minimal,yes,some,no
1,22726,minimal,no,none,no
0,22503,extensive,no,none,yes
0,10308,moderate,no,none,no
0,14082,moderate,no,none,no
1,14916,minimal,yes,many,no
0,15278,extensive,yes,some,yes
0,19402,moderate,no,many,no
0,24051,minimal,yes,some,no
1,23501,moderate,yes,some,no
0,40351,moderate,yes,none,no
0,22676,extensive,yes,some,yes
0,43238,extensive,no,some,yes
1,14720,minimal,yes,some,no
0,33133,extensive,yes,none,yes
0,18927,extensive,no,some,no
0,3891,moderate,yes,some,no
0,31290,moderate,no,some,yes
0,13246,moderate,yes,none,no
0,33519,moderate,yes,some,yes
1,59080,minimal,no,some,no
1,33285,minimal,yes,some,no
1,26929,minimal,yes,some,no
1,64938,moderate,no,many,yes
0,22359,moderate,yes,some,no
1,24026,minimal,no,some,yes
0,15493,moderate,no,none,yes
1,17255,moderate,yes,many,yes
0,40545,extensive,no,some,yes
1,61020,moderate,no,some,yes
0,13680,moderate,no,some,yes
1,41817,moderate,yes,none,yes
0,6210,extensive,no,none,yes
0,16711,moderate,no,some,no
1,29575,minimal,no,some,no
0,7361,minimal,no,some,no
1,49410,minimal,yes,none,no
0,20577,extensive,yes,many,yes
1,31493,extensive,yes,some,yes
1,28254,minimal,no,some,no
1,9845,minimal,yes,none,no
0,58628,moderate,yes,none,yes
1,20118,moderate,yes,none,no
1,23064,minimal,yes,many,no
1,45647,minimal,yes,none,no
0,25667,extensive,yes,none,yes
0,25264,moderate,yes,some,yes
0,34807,extensive,no,some,yes
0,19365,extensive,yes,none,yes
1,16056,minimal,yes,some,no
1,68046,moderate,no,some,yes
0,24343,minimal,no,some,no
1,34619,moderate,yes,none,no
0,34263,minimal,yes,some,no
0,34570,extensive,no,none,yes
0,14078,minimal,yes,some,no
0,46616,extensive,no,some,yes
1,42682,extensive,yes,some,yes
0,33931,extensive,yes,some,yes
0,41783,extensive,yes,none,yes
0,19855,extensive,yes,some,no
0,10521,moderate,no,some,yes
1,28297,minimal,no,some,no
0,14590,minimal,yes,some,yes
1,48919,moderate,yes,some,no
1,48672,minimal,no,none,no
0,38487,moderate,yes,none,yes
0,14251,minimal,yes,none,yes
0,27297,extensive,no,some,yes
0,14765,minimal,no,some,no
1,75122,moderate,yes,none,no
0,30443,moderate,yes,some,yes
0,27897,extensive,no,none,yes
1,56953,moderate,yes,some,no
0,3566,minimal,no,some,no
0,57009,moderate,no,some,no
0,14810,extensive,yes,some,yes
0,36751,minimal,no,some,yes
1,52520,moderate,no,none,yes
0,30925,moderate,yes,some,no
1,37802,minimal,yes,many,no
0,7586,minimal,no,some,no
0,18089,minimal,yes,many,no
0,12417,moderate,yes,some,no
1,34860,minimal,yes,some,yes
1,66919,minimal,yes,some,yes
1,49885,moderate,yes,many,yes
1,39354,minimal,yes,some,no
1,16069,moderate,no,none,yes
1,26128,minimal,yes,none,no
1,23101,moderate,yes,many,yes
0,20540,moderate,no,some,yes
1,24282,minimal,no,none,no
0,24228,minimal,yes,some,no
0,32709,moderate,yes,some,yes
1,33329,minimal,yes,some,no
1,58250,extensive,no,some,yes
0,28584,minimal,no,some,yes
1,76092,minimal,no,many,yes
1,60884,minimal,no,none,no
0,3642,extensive,yes,many,yes
1,28108,minimal,no,some,no
0,19605,minimal,yes,some,no
0,19037,moderate,yes,some,no
0,39904,extensive,no,none,yes
0,12042,extensive,yes,some,yes
0,34268,extensive,yes,some,yes
0,29353,extensive,no,some,no
0,32382,minimal,no,some,no
1,30114,minimal,yes,many,yes
0,13443,extensive,yes,many,yes
1,37715,minimal,yes,none,yes
1,23387,minimal,yes,none,no
1,38827,minimal,yes,none,no
1,41668,minimal,yes,some,yes
1,57949,minimal,yes,many,no
1,17207,minimal,yes,some,yes
0,16826,extensive,no,none,yes
1,52091,extensive,no,some,no
1,46831,moderate,yes,many,no
1,20986,minimal,no,many,no
1,30549,minimal,yes,some,yes
1,46163,minimal,no,some,no
1,29288,extensive,no,none,yes
1,11840,minimal,no,none,yes
1,16058,extensive,yes,some,yes
0,37539,extensive,no,many,yes
0,22250,extensive,yes,some,yes
1,37338,minimal,yes,some,no
0,15322,minimal,no,many,no
1,11476,moderate,yes,many,no
1,26568,moderate,yes,some,yes
0,7778,moderate,yes,many,no
0,38539,moderate,yes,some,yes
1,13976,extensive,yes,some,yes
0,29231,moderate,yes,some,yes
0,8759,minimal,no,many,no
0,21501,extensive,no,some,yes
1,23586,minimal,no,none,yes
1,22346,minimal,no,some,no
0,32704,moderate,no,none,no
0,19192,extensive,yes,none,yes
0,53683,extensive,no,some,yes
1,19441,moderate,no,many,yes
1,53589,minimal,yes,some,yes
1,49745,moderate,yes,some,no
1,42611,minimal,yes,some,no
1,16460,extensive,no,many,no
0,33175,extensive,yes,some,yes
1,53020,moderate,no,none,yes
0,22398,moderate,yes,some,no
0,23086,minimal,yes,none,no
1,42249,minimal,yes,none,no
0,5689,extensive,no,many,no
1,32915,minimal,no,many,no
1,23794,extensive,no,none,yes
0,45629,moderate,yes,some,yes
0,28780,minimal,no,some,no
0,15945,minimal,yes,some,no
0,5565,minimal,yes,some,yes
1,63722,moderate,yes,some,no
0,17938,extensive,no,some,yes
0,27468,moderate,no,some,no
0,10962,extensive,yes,some,no
1,23305,minimal,yes,none,no
1,18325,minimal,no,some,no
0,47930,minimal,yes,some,no
0,6398,extensive,no,some,yes
1,43362,moderate,yes,none,yes
1,46840,minimal,no,some,no
0,25817,moderate,no,some,yes
0,11535,extensive,no,none,yes
0,43355,extensive,no,some,yes
0,43491,minimal,yes,some,yes
1,42187,minimal,no,some,no
0,23405,minimal,no,none,no
1,26661,moderate,no,some,no
0,13814,moderate,no,none,yes
0,8102,moderate,no,none,yes
